_r,_x,_y,_p,RAJ2000,DEJ2000,errMaj,errMin,errPA,_2MASS,Jmag,Jcmsig,e_Jmag,Jsnr,Hmag,Hcmsig,e_Hmag,Hsnr,Kmag,Kcmsig,e_Kmag,Ksnr,Qflg,Rflg,Bflg,Cflg,Ndet,prox,pxPA,pxCntr,Xflg,Aflg,Cntr,Hemis,Date,Scan,GLON,GLAT,Xscan,_tab1_36,Jpsfchi,Hpsfchi,Kpsfchi,Jstdap,e_Jstdap,Hstdap,e_Hstdap,Kstdap,e_Kstdap,edgeNS,edgeEW,edge,dup,use,opt,Dopt,PAopt,Bmag,Rmag,Nopt,extKey,scanKey,coaddKey,coadd,Opt
0.099986,-0.060740,-0.079422,217.4,257.804692,-39.260391,0.06,0.06,45,17111312-3915374,14.106,0.055,0.056,44.2,13.582,0.094,0.094,26.7,13.230,0.076,0.077,23.1,AAA,222,111,000,666666,4.5,265,672001996,0,0,672001999,s,1999-08-09,11,347.473,0.187,16.7,2451400.4889,1.73,3.51,0.55,14.047,0.028,13.246,0.033,12.859,0.025,9871,236,sw,0,1,U,0.3,64,18.10,16.50,1,,36753,845307,127,Opt
0.103551,-0.063693,-0.081645,218.0,257.800875,-39.262611,0.06,0.06,45,17111221-3915453,12.455,0.023,0.026,202.0,11.441,0.032,0.034,191.7,11.005,0.026,0.028,179.7,AAA,222,111,000,666655,4.7,271,672001953,0,0,672001950,s,1999-08-09,11,347.470,0.188,27.4,2451400.4889,2.83,2.84,2.86,12.422,0.022,11.345,0.020,10.879,0.007,9863,226,sw,0,1,U,0.5,135,18.70,16.50,1,,36753,845307,127,Opt
0.110517,-0.081346,-0.074812,227.4,257.778086,-39.255760,0.06,0.06,45,17110674-3915207,15.321,0.076,0.077,14.4,13.363,0.041,0.042,32.6,12.450,0.038,0.039,47.5,AAA,222,111,000,066666,7.2,124,672002069,0,0,672002086,s,1999-08-09,11,347.465,0.206,90.9,2451400.4889,1.01,0.97,1.37,15.727,0.224,13.365,0.038,12.393,0.029,9888,162,sw,0,1,0,,,,,0,,36753,845307,127,Opt
0.080042,-0.025677,-0.075812,198.7,257.849978,-39.256802,0.06,0.06,45,17112399-3915244,15.336,0.072,0.073,14.2,13.684,0.036,0.037,24.3,13.094,0.038,0.039,26.2,AAA,222,111,000,166656,10.0,272,672002074,0,0,672002072,s,1999-08-09,11,347.497,0.160,-109.5,2451400.4889,0.76,0.48,0.67,15.242,0.044,13.781,0.069,13.173,0.098,9883,143,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.078869,-0.011201,-0.078070,188.2,257.868673,-39.259064,0.06,0.06,45,17112848-3915326,14.465,0.072,0.073,31.7,12.838,0.047,0.048,52.9,12.103,0.039,0.040,65.4,AAA,222,111,000,665544,5.1,153,672002001,0,0,672002029,s,1999-08-09,11,347.504,0.147,-161.6,2451400.4889,1.85,1.15,1.14,14.318,0.029,12.760,0.054,12.069,0.024,9875,90,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.076095,-0.028273,-0.070648,201.8,257.846628,-39.251637,0.06,0.06,45,17112319-3915058,14.699,0.034,0.036,25.6,13.849,0.052,0.053,20.9,13.642,0.073,0.074,15.8,AEA,222,111,000,262605,10.1,225,672002121,0,0,672002162,s,1999-08-09,11,347.500,0.166,-100.2,2451400.4889,1.50,0.92,0.87,15.126,0.186,14.141,0.052,14.057,0.151,9902,152,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.082761,-0.011990,-0.081888,188.3,257.867654,-39.262882,0.06,0.06,90,17112823-3915463,11.893,0.019,0.023,339.0,11.012,0.030,0.031,284.5,10.710,0.033,0.034,235.7,AAA,222,112,00c,665555,4.8,88,672001946,0,0,672001944,s,1999-08-09,11,347.500,0.146,-158.8,2451400.4889,1.09,1.11,0.69,11.920,0.019,10.998,0.036,10.665,0.013,9861,93,se,0,1,U,0.2,167,18.30,15.50,1,,36753,845307,127,Opt
0.078818,-0.031603,-0.072205,203.6,257.842328,-39.253193,0.06,0.06,45,17112215-3915114,15.087,0.054,0.055,17.9,13.600,0.050,0.050,26.2,13.021,0.053,0.054,28.1,AAA,222,111,c00,166645,5.1,108,672002121,0,0,672002126,s,1999-08-09,11,347.496,0.167,-88.2,2451400.4889,0.72,0.72,0.94,15.179,0.133,13.633,0.056,13.045,0.091,9897,164,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.077090,-0.034297,-0.069040,206.4,257.838850,-39.250027,0.06,0.06,90,17112132-3915000,10.377,0.021,0.024,1369.7,10.019,0.027,0.028,710.1,9.895,0.026,0.028,499.4,AAA,222,111,000,666666,8.0,141,672002156,0,0,672002188,s,1999-08-09,11,347.497,0.171,-78.5,2451400.4889,1.04,1.30,1.07,10.379,0.011,10.006,0.022,9.879,0.011,9908,174,se,0,1,U,0.3,170,12.90,11.50,1,,36753,845307,127,Opt
0.084932,-0.023670,-0.081567,196.2,257.852568,-39.262558,0.11,0.11,45,17112461-3915452,16.809,,,,15.557,,,,13.711,0.071,0.071,14.9,UUA,002,001,000,000006,4.2,284,672001964,0,0,672001954,s,1999-08-09,11,347.493,0.155,-116.7,2451400.4889,,,1.11,,,,,14.224,0.152,9863,135,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.078196,-0.008965,-0.077680,186.6,257.871561,-39.258675,0.17,0.16,45,17112917-3915312,14.323,0.172,0.172,36.2,12.381,,,,11.839,,,,CUU,200,100,c00,660000,2.6,1,672002048,0,0,672002033,s,1999-08-09,11,347.505,0.146,-169.7,2451400.4889,8.49,,,13.578,0.031,,,,,9876,82,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.084106,-0.025902,-0.080019,197.9,257.849686,-39.261009,0.08,0.08,45,17112392-3915396,15.120,,,,14.154,0.079,0.080,15.8,13.250,0.053,0.054,22.7,UAA,022,011,0cc,006655,2.4,355,672002000,0,0,672001986,s,1999-08-09,11,347.493,0.158,-108.7,2451400.4889,,2.21,1.27,,,13.765,0.055,13.048,0.046,9868,143,se,0,1,U,2.9,176,20.10,17.50,1,,36753,845307,127,Opt
0.083490,-0.025960,-0.079352,198.1,257.849611,-39.260342,0.11,0.11,45,17112390-3915372,15.155,0.061,0.062,16.8,13.209,,,,12.588,,,,AUU,200,100,c00,660000,2.4,175,672001986,0,0,672002000,s,1999-08-09,11,347.494,0.159,-108.5,2451400.4889,1.34,,,14.681,0.048,,,,,9871,144,se,0,1,U,0.4,184,20.10,17.50,1,,36753,845307,127,Opt
0.084978,-0.024806,-0.081277,197.0,257.851101,-39.262268,0.14,0.14,45,17112426-3915441,15.753,0.101,0.102,9.7,15.383,,,,14.362,,,,BUU,200,100,000,060000,4.2,104,672001954,0,0,672001964,s,1999-08-09,11,347.493,0.157,-112.7,2451400.4889,0.96,,,17.589,0.764,,,,,9864,139,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.074189,-0.011341,-0.073317,188.8,257.868493,-39.254311,0.11,0.11,45,17112843-3915155,14.037,,,,13.217,,,,12.897,0.046,0.047,31.5,UUA,002,001,000,000066,1.1,122,672002098,0,0,672002099,s,1999-08-09,11,347.507,0.150,-161.2,2451400.4889,,,2.93,,,,,12.608,0.017,9892,91,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.080027,-0.010550,-0.079329,187.6,257.869514,-39.260323,0.11,0.11,45,17112868-3915371,15.282,0.085,0.086,15.0,14.034,,,,13.528,,,,AUU,200,100,c00,460000,5.1,333,672002029,0,0,672002001,s,1999-08-09,11,347.503,0.146,-164.0,2451400.4889,1.04,,,15.015,0.145,,,,,9871,88,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.075403,-0.009426,-0.074812,187.2,257.870966,-39.255806,0.11,0.11,45,17112903-3915209,15.504,0.072,0.073,12.2,15.446,,,,14.998,,,,AUU,200,100,000,060000,7.7,309,672002098,0,0,672002084,s,1999-08-09,11,347.507,0.148,-168.0,2451400.4889,0.92,,,16.475,0.398,,,,,9887,84,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.081118,-0.030531,-0.075154,202.1,257.843710,-39.256142,0.08,0.08,45,17112249-3915221,14.538,,,,13.227,0.041,0.042,37.0,12.486,0.034,0.035,45.9,UAA,022,011,000,006666,0.9,172,672002077,0,0,672002080,s,1999-08-09,11,347.495,0.165,-92.1,2451400.4889,,2.12,1.59,,,13.157,0.045,12.477,0.020,9886,160,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.080895,-0.028458,-0.075725,200.6,257.846387,-39.256714,0.08,0.08,45,17112313-3915241,15.121,0.069,0.070,17.3,14.106,0.077,0.078,16.5,13.395,,,,AAU,220,110,cc0,564600,5.4,178,672002043,0,0,672002074,s,1999-08-09,11,347.495,0.163,-99.5,2451400.4889,1.26,0.74,,14.847,0.078,13.917,0.103,,,9884,153,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.078683,-0.030261,-0.072631,202.6,257.844060,-39.253620,0.08,0.08,45,17112257-3915130,15.922,,,,14.148,0.051,0.051,15.8,13.349,0.053,0.054,20.7,UAA,022,011,000,002646,5.1,288,672002126,0,0,672002121,s,1999-08-09,11,347.497,0.166,-93.0,2451400.4889,,0.77,0.38,,,14.269,0.098,13.380,0.058,9895,159,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.081338,-0.030497,-0.075404,202.0,257.843754,-39.256393,0.11,0.11,45,17112250-3915230,14.632,0.048,0.049,27.2,13.173,,,,12.490,,,,AUU,200,100,000,660000,0.9,352,672002080,0,0,672002077,s,1999-08-09,11,347.494,0.165,-92.2,2451400.4889,1.59,,,14.557,0.055,,,,,9885,160,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.086849,-0.030823,-0.081196,200.8,257.843330,-39.262184,0.06,0.06,45,17112239-3915438,12.319,0.025,0.027,229.0,10.197,0.025,0.027,602.7,9.277,0.023,0.025,882.3,AAA,222,111,000,666666,9.3,199,672001921,0,0,672001965,s,1999-08-09,11,347.490,0.161,-91.0,2451400.4889,1.37,1.21,1.41,12.330,0.013,10.200,0.029,9.273,0.015,9864,161,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.082531,-0.010665,-0.081839,187.4,257.869365,-39.262833,0.06,0.06,45,17112864-3915461,14.897,0.060,0.061,21.3,12.940,0.036,0.037,48.2,12.142,0.033,0.034,63.0,AAA,222,112,ccc,665555,4.8,268,672001944,0,0,672001946,s,1999-08-09,11,347.501,0.145,-163.6,2451400.4889,0.52,0.58,0.79,13.557,0.139,12.153,0.143,11.444,0.063,9862,89,se,0,1,U,4.8,90,18.30,15.50,1,,36753,845307,127,Opt
0.078054,-0.032899,-0.070783,204.9,257.840655,-39.251770,0.06,0.06,45,17112175-3915063,14.758,0.081,0.082,24.2,13.640,0.068,0.069,25.3,13.082,0.079,0.080,26.5,AAA,222,111,ccc,566655,6.9,138,672002126,0,0,672002156,s,1999-08-09,11,347.497,0.169,-83.6,2451400.4889,0.93,3.32,3.01,14.666,0.070,13.385,0.063,12.757,0.050,9902,169,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.074586,-0.025463,-0.070104,200.0,257.850257,-39.251095,0.08,0.08,45,17112406-3915039,14.772,0.040,0.042,23.9,14.275,0.059,0.059,14.1,14.430,,,,AAU,220,110,000,661600,10.3,259,672002162,0,0,672002168,s,1999-08-09,11,347.502,0.164,-110.3,2451400.4889,0.98,1.03,,14.777,0.065,14.450,0.089,,,9904,142,se,0,1,U,0.3,97,18.20,16.70,1,,36753,845307,127,Opt
0.082276,-0.028409,-0.077216,200.2,257.846449,-39.258205,0.06,0.06,45,17112314-3915295,13.993,0.031,0.033,49.0,12.682,0.031,0.032,61.1,12.173,0.032,0.033,61.3,AAA,222,111,000,666666,5.4,358,672002074,0,0,672002043,s,1999-08-09,11,347.494,0.162,-99.7,2451400.4889,1.05,0.65,0.72,14.044,0.044,12.747,0.031,12.221,0.020,9878,152,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.083312,-0.008953,-0.082829,186.2,257.871576,-39.263824,0.07,0.07,45,17112917-3915497,14.825,0.057,0.059,22.8,14.006,0.068,0.069,18.1,13.652,0.096,0.097,15.7,AAA,222,111,000,160606,7.1,300,672001946,0,0,672001933,s,1999-08-09,11,347.501,0.143,-169.7,2451400.4889,0.51,0.58,0.35,15.263,0.116,14.514,0.099,14.493,0.242,9858,82,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.085972,-0.032894,-0.079431,202.5,257.840656,-39.260418,0.06,0.06,45,17112175-3915375,13.224,0.032,0.035,99.5,12.504,0.052,0.053,72.0,12.020,0.046,0.047,70.5,AAA,222,111,000,666666,9.8,130,672001965,0,0,672001997,s,1999-08-09,11,347.490,0.164,-83.5,2451400.4889,3.88,5.40,4.41,13.062,0.014,12.185,0.022,11.755,0.014,9871,169,se,0,1,U,0.7,52,18.40,16.10,1,,36753,845307,127,Opt
0.083732,-0.027505,-0.079085,199.2,257.847616,-39.260075,0.06,0.06,90,17112342-3915362,12.475,0.021,0.024,198.4,11.292,0.024,0.025,219.8,10.901,0.026,0.028,197.7,AAA,222,111,000,666655,5.6,100,672002000,0,0,672002006,s,1999-08-09,11,347.493,0.160,-102.9,2451400.4889,0.74,0.49,1.06,12.530,0.017,11.322,0.032,10.904,0.015,9872,149,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.074306,-0.011094,-0.073473,188.6,257.868812,-39.254467,0.08,0.08,45,17112851-3915160,14.275,0.049,0.051,37.8,13.466,0.052,0.053,29.7,12.781,,,,AAU,220,110,000,666600,1.1,302,672002099,0,0,672002098,s,1999-08-09,11,347.507,0.150,-162.0,2451400.4889,3.92,4.21,,13.993,0.048,13.086,0.036,,,9892,90,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.074418,-0.021818,-0.071148,197.0,257.854964,-39.252140,0.06,0.06,45,17112519-3915077,14.196,0.028,0.030,40.7,13.444,0.036,0.037,30.3,13.051,0.039,0.040,27.3,AAA,222,111,000,666645,6.8,205,672002111,0,0,672002151,s,1999-08-09,11,347.503,0.160,-123.4,2451400.4889,0.84,0.61,0.56,14.271,0.063,13.467,0.043,13.057,0.059,9900,129,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.095015,-0.048441,-0.081740,210.7,257.820574,-39.262718,0.11,0.11,45,17111693-3915457,13.386,0.040,0.042,85.7,10.886,,,,10.515,,,,AUU,266,200,c00,660000,4.1,332,672001973,0,0,672001948,s,1999-08-09,11,347.479,0.175,-27.6,2451400.4889,0.75,,,11.819,0.085,,,,,9862,225,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.080646,-0.023098,-0.077268,196.6,257.853308,-39.258259,0.12,0.11,10,17112479-3915297,15.760,0.082,0.083,9.6,15.785,,,,15.159,,,,BUU,200,100,000,060000,10.7,299,672002072,0,0,672002041,s,1999-08-09,11,347.497,0.157,-118.8,2451400.4889,1.00,,,17.004,0.354,,,,,9878,133,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.070050,-0.007228,-0.069676,185.9,257.873805,-39.250671,0.11,0.11,45,17112971-3915024,15.237,0.048,0.049,15.6,13.230,,,,12.683,,,,AUU,200,100,c00,660000,4.2,103,672002170,0,0,672002176,s,1999-08-09,11,347.513,0.149,-176.0,2451400.4889,1.29,,,14.578,0.095,,,,,9905,76,se,1,1,0,,,,,0,,36753,845307,127,Opt
0.071145,-0.014867,-0.069574,192.1,257.863941,-39.250568,0.11,0.11,45,17112734-3915020,15.211,0.086,0.087,16.0,14.163,,,,13.907,,,,AUU,200,100,000,360000,5.7,258,672002171,0,0,672002177,s,1999-08-09,11,347.508,0.155,-148.5,2451400.4889,0.87,,,15.189,0.131,,,,,9906,104,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.097342,-0.052994,-0.081652,213.0,257.814694,-39.262627,0.06,0.06,45,17111552-3915454,14.482,0.044,0.046,31.2,13.755,0.059,0.059,22.8,13.418,0.061,0.062,19.5,AAA,222,111,ccc,665635,5.2,214,672001934,0,0,672001949,s,1999-08-09,11,347.476,0.179,-11.2,2451400.4889,0.86,0.48,0.64,14.206,0.099,13.482,0.106,13.261,0.144,9863,241,se,0,1,U,5.0,34,20.00,17.10,1,,36753,845307,127,Opt
0.088471,-0.039316,-0.079255,206.4,257.832362,-39.260239,0.13,0.13,45,17111976-3915368,14.844,,,,13.514,,,,13.220,0.120,0.120,23.4,UUB,002,001,00c,000066,4.5,159,672001981,0,0,672002004,s,1999-08-09,11,347.486,0.169,-60.4,2451400.4889,,,1.28,,,,,12.954,0.092,9871,192,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.092248,-0.048385,-0.078540,211.6,257.820649,-39.259518,0.14,0.13,17,17111695-3915342,15.503,0.111,0.112,12.2,14.418,,,,13.826,,,,BUU,200,100,c00,060000,5.9,104,672002010,0,0,672002017,s,1999-08-09,11,347.481,0.177,-27.8,2451400.4889,0.69,,,15.252,0.037,,,,,9874,224,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.089738,-0.052457,-0.072808,215.8,257.815396,-39.253784,0.08,0.08,45,17111569-3915136,13.203,,,,12.804,0.071,0.071,54.6,12.612,0.056,0.056,40.9,UAA,622,012,0cc,006655,4.6,83,672002119,0,0,672002115,s,1999-08-09,11,347.483,0.184,-13.1,2451400.4889,,2.47,2.35,,,12.453,0.048,12.245,0.061,9895,239,se,0,1,U,0.6,140,16.50,15.00,1,,36753,845307,127,Opt
0.086422,-0.049022,-0.071173,214.6,257.819833,-39.252151,0.08,0.08,45,17111675-3915077,13.053,,,,12.565,0.032,0.034,68.1,12.402,0.041,0.041,49.6,UAA,622,022,0cc,006666,3.6,345,672002166,0,0,672002152,s,1999-08-09,11,347.487,0.182,-25.5,2451400.4889,,1.68,1.13,,,11.985,0.027,11.299,0.039,9900,227,se,0,1,U,0.3,180,16.00,14.80,1,,36753,845307,127,Opt
0.085866,-0.039785,-0.076092,207.6,257.831758,-39.257076,0.06,0.06,45,17111962-3915254,13.630,0.051,0.053,68.5,12.265,0.044,0.044,89.7,11.619,0.038,0.039,102.1,AAA,222,111,000,666666,6.4,324,672002089,0,0,672002063,s,1999-08-09,11,347.488,0.172,-58.7,2451400.4889,4.10,2.79,4.08,13.382,0.021,11.995,0.036,11.402,0.021,9883,193,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.079695,-0.015443,-0.078185,191.2,257.863195,-39.259178,0.11,0.11,45,17112716-3915330,16.927,,,,15.256,,,,13.078,0.039,0.040,26.6,UUA,002,001,000,000035,8.3,257,672002013,0,0,672002026,s,1999-08-09,11,347.501,0.151,-146.4,2451400.4889,,,1.96,,,,,13.279,0.075,9875,106,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.081155,-0.018936,-0.078914,193.5,257.858683,-39.259907,0.09,0.08,13,17112608-3915356,15.256,,,,14.199,0.088,0.088,15.1,13.583,0.104,0.105,16.7,UAA,022,011,000,005656,4.6,81,672002013,0,0,672002009,s,1999-08-09,11,347.498,0.153,-133.8,2451400.4889,,1.33,1.51,,,13.791,0.099,13.236,0.085,9872,118,se,0,1,U,4.5,258,20.50,17.70,1,,36753,845307,127,Opt
0.094441,-0.048978,-0.080748,211.2,257.819882,-39.261726,0.11,0.11,135,17111677-3915422,11.179,0.031,0.033,654.4,10.122,,,,9.740,,,,AUU,266,200,c00,660000,4.1,152,672001948,0,0,672001973,s,1999-08-09,11,347.479,0.176,-25.6,2451400.4889,0.43,,,11.161,0.007,,,,,9866,226,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.078175,-0.019025,-0.075824,194.1,257.858569,-39.256817,0.06,0.06,45,17112605-3915245,13.256,0.017,0.021,96.6,12.765,0.031,0.032,56.6,12.571,0.037,0.038,42.5,AAA,222,111,000,666655,9.0,50,672002091,0,0,672002071,s,1999-08-09,11,347.501,0.155,-133.5,2451400.4889,0.74,0.74,0.62,13.325,0.015,12.805,0.021,12.586,0.031,9883,119,se,0,1,U,0.1,145,16.90,15.40,1,,36753,845307,127,Opt
0.082749,-0.014304,-0.081503,190.0,257.864665,-39.262497,0.08,0.08,45,17112751-3915449,14.245,,,,13.636,0.076,0.076,25.4,12.850,0.067,0.067,32.8,UAA,022,012,0cc,006666,4.1,38,672001976,0,0,672001955,s,1999-08-09,11,347.499,0.148,-150.5,2451400.4889,,1.24,1.01,,,13.005,0.047,12.266,0.027,9863,102,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.098779,-0.053790,-0.082849,213.0,257.813665,-39.263824,0.06,0.06,45,17111527-3915497,12.928,0.036,0.038,130.7,11.895,0.040,0.041,126.2,11.495,0.037,0.038,114.4,EEE,222,111,000,666666,5.2,34,672001949,0,0,672001934,s,1999-08-09,11,347.475,0.179,-8.3,2451400.4889,12.44,14.74,15.04,12.813,0.033,11.727,0.027,11.307,0.016,9858,244,se,0,1,U,0.2,213,20.00,17.10,1,,36753,845307,127,Opt
0.077466,-0.008947,-0.076947,186.6,257.871585,-39.257942,0.08,0.08,45,17112918-3915285,14.770,0.277,0.277,24.0,12.765,0.067,0.068,56.6,12.076,0.051,0.052,67.0,DAA,222,111,c00,666666,2.6,181,672002033,0,0,672002048,s,1999-08-09,11,347.506,0.146,-169.8,2451400.4889,2.59,7.48,3.66,14.000,0.053,12.539,0.040,11.950,0.027,9879,82,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.091318,-0.042912,-0.080607,208.0,257.827717,-39.261589,0.07,0.07,90,17111865-3915417,14.328,0.023,0.026,36.0,13.598,0.060,0.060,26.3,13.363,0.097,0.098,20.5,AAE,222,112,ccc,663604,4.6,131,672001957,0,0,672001977,s,1999-08-09,11,347.483,0.172,-47.5,2451400.4889,0.85,0.38,0.53,14.251,0.065,13.679,0.044,13.556,0.059,9866,205,se,0,1,U,0.9,304,20.10,17.20,2,,36753,845307,127,Opt
0.089319,-0.038870,-0.080418,205.8,257.832937,-39.261402,0.11,0.11,45,17111990-3915410,14.788,0.065,0.066,23.6,12.931,,,,12.430,,,,AUU,200,200,c00,660000,4.1,154,672001956,0,0,672001981,s,1999-08-09,11,347.485,0.168,-62.0,2451400.4889,1.55,,,14.088,0.033,,,,,9867,190,se,0,1,U,3.7,334,20.70,17.80,1,,36753,845307,127,Opt
0.090033,-0.038361,-0.081451,205.2,257.833594,-39.262436,0.12,0.12,90,17112006-3915447,14.609,0.107,0.108,27.8,11.718,,,,11.043,,,,AUU,200,200,c00,660000,4.1,334,672001981,0,0,672001956,s,1999-08-09,11,347.485,0.167,-63.9,2451400.4889,1.15,,,13.292,0.129,,,,,9863,188,se,0,1,U,0.5,154,20.70,17.80,1,,36753,845307,127,Opt
0.094757,-0.046799,-0.082394,209.6,257.822695,-39.263374,0.08,0.08,45,17111744-3915481,15.207,,,,14.000,0.091,0.091,18.2,13.346,0.084,0.084,20.8,UAA,022,011,0cc,006666,6.4,292,672001948,0,0,672001940,s,1999-08-09,11,347.479,0.174,-33.5,2451400.4889,,0.54,0.77,,,13.659,0.035,13.183,0.019,9860,219,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.077591,-0.007358,-0.077241,185.4,257.873637,-39.258236,0.06,0.06,45,17112967-3915296,12.691,0.025,0.027,162.6,12.264,0.052,0.053,89.8,12.071,0.057,0.057,67.3,AAA,222,111,000,666666,5.6,212,672002015,0,0,672002042,s,1999-08-09,11,347.507,0.145,-175.5,2451400.4889,0.79,0.76,0.74,12.713,0.019,12.235,0.036,12.058,0.031,9878,77,se,0,1,U,0.1,191,17.30,15.20,1,,36753,845307,127,Opt
0.093052,-0.047540,-0.079992,210.7,257.821740,-39.260971,0.06,0.06,45,17111721-3915394,14.375,0.082,0.083,34.5,12.963,0.070,0.070,47.2,11.999,0.049,0.050,71.9,AAA,222,111,ccc,666655,4.7,35,672002010,0,0,672001987,s,1999-08-09,11,347.481,0.176,-30.8,2451400.4889,0.76,0.56,0.51,13.489,0.085,12.385,0.064,11.621,0.037,9869,221,se,0,1,U,0.8,129,19.70,16.50,1,,36753,845307,127,Opt
0.075340,-0.018447,-0.073047,194.2,257.859317,-39.254040,0.06,0.06,45,17112623-3915145,14.938,0.064,0.065,20.5,13.005,0.060,0.060,45.4,12.192,0.049,0.050,60.2,AAA,222,111,000,666666,4.9,268,672002104,0,0,672002105,s,1999-08-09,11,347.503,0.156,-135.6,2451400.4889,2.11,3.72,5.00,14.705,0.062,12.674,0.026,11.900,0.010,9893,117,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.087060,-0.039122,-0.077775,206.7,257.832613,-39.258759,0.11,0.11,45,17111982-3915315,13.981,0.035,0.037,49.6,12.766,,,,12.321,,,,AUU,200,100,000,660000,5.4,187,672002004,0,0,672002032,s,1999-08-09,11,347.487,0.170,-61.1,2451400.4889,8.20,,,13.778,0.032,,,,,9877,191,se,0,1,U,0.2,335,18.90,17.00,1,,36753,845307,127,Opt
0.087846,-0.042696,-0.076773,209.1,257.827999,-39.257755,0.06,0.06,45,17111871-3915279,12.923,0.028,0.030,131.3,11.659,0.042,0.043,156.8,11.167,0.042,0.043,154.8,AAA,222,111,000,666666,5.7,113,672002039,0,0,672002053,s,1999-08-09,11,347.486,0.174,-48.3,2451400.4889,0.65,0.97,1.36,12.944,0.030,11.639,0.028,11.111,0.011,9880,204,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.075734,-0.019810,-0.073097,195.2,257.857556,-39.254089,0.06,0.06,45,17112581-3915147,15.289,0.066,0.067,14.9,13.604,0.066,0.067,26.1,12.779,0.052,0.053,35.1,AAA,222,111,c00,566666,4.9,88,672002105,0,0,672002104,s,1999-08-09,11,347.503,0.157,-130.7,2451400.4889,1.52,1.34,1.09,14.800,0.065,13.200,0.034,12.522,0.059,9893,121,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.087698,-0.041237,-0.077398,208.0,257.829882,-39.258381,0.06,0.06,45,17111917-3915301,13.557,0.055,0.056,73.2,12.692,0.060,0.060,60.6,12.341,0.070,0.070,52.5,AAA,222,111,000,666655,5.7,293,672002053,0,0,672002039,s,1999-08-09,11,347.486,0.172,-53.5,2451400.4889,2.42,2.70,4.51,13.409,0.024,12.338,0.038,11.835,0.028,9878,199,se,0,1,U,0.1,103,20.10,17.50,1,,36753,845307,127,Opt
0.083285,-0.017962,-0.081325,192.5,257.859940,-39.262318,0.08,0.08,45,17112638-3915443,13.521,,,,12.475,0.039,0.040,74.0,11.748,0.038,0.039,90.6,UAA,622,022,0cc,006666,4.3,118,672001945,0,0,672001961,s,1999-08-09,11,347.497,0.151,-137.3,2451400.4889,,1.21,1.71,,,11.696,0.049,10.991,0.035,9863,115,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.083859,-0.041158,-0.073064,209.4,257.829988,-39.254047,0.08,0.08,135,17111919-3915145,14.834,,,,13.205,0.048,0.049,37.8,12.601,0.050,0.051,41.3,UAA,622,022,0cc,005566,4.1,266,672002103,0,0,672002106,s,1999-08-09,11,347.490,0.175,-53.8,2451400.4889,,0.35,0.58,,,13.238,0.008,12.680,0.015,9894,198,se,0,1,0,,,,,0,,36753,845307,127,Opt
0.088877,-0.051185,-0.072659,215.2,257.817039,-39.253635,0.08,0.08,135,17111608-3915130,14.145,,,,13.648,0.106,0.107,25.1,12.750,0.091,0.091,36.0,UAA,022,012,0cc,006655,4.6,263,672002115,0,0,672002119,s,1999-08-09,11,347.484,0.183,-17.7,2451400.4889,,1.54,1.49,,,12.895,0.044,12.236,0.021,9895,234,se,0,1,U,5.0,89,16.50,15.00,1,,36753,845307,127,Opt
